order_date,region,category,product,customer_name,quantity,unit_price,revenue,cost,profit
2023-04-07,North,Groceries,Rice,Customer_088,3,307.91,923.73,522.13,401.6
2023-04-07,South,Groceries,Rice,Customer_044,1,277.37,277.37,147.47,129.9
2023-04-08,East,Groceries,Olive Oil,Customer_002,8,735.6,5884.8,4468.33,1416.47
2023-04-08,West,Toys,Puzzle,Customer_041,7,692.28,4845.96,3769.53,1076.43
2023-04-08,West,Groceries,Snacks,Customer_115,6,28.05,168.3,120.79,47.51
2023-04-08,East,Furniture,Sofa,Customer_072,3,353.48,1060.44,731.49,328.95
2023-04-08,South,Clothing,Jacket,Customer_028,4,332.02,1328.08,761.0,567.08
2023-04-08,East,Furniture,Sofa,Customer_038,3,506.26,1518.78,1054.86,463.92
2023-04-08,East,Clothing,Jeans,Customer_082,7,278.13,1946.91,1096.23,850.68
2023-04-08,West,Electronics,Laptop,Customer_050,4,288.13,1152.52,909.49,243.03
2023-04-08,North,Electronics,Tablet,Customer_002,1,71.74,71.74,43.18,28.56
2023-04-08,North,Electronics,Tablet,Customer_109,9,488.61,4397.49,2569.52,1827.97
2023-04-08,West,Toys,Puzzle,Customer_012,5,161.58,807.9,503.99,303.91
2023-04-08,South,Groceries,Snacks,Customer_069,9,54.1,486.9,350.72,136.18
2023-04-09,West,Toys,Board Game,Customer_112,4,475.99,1903.96,999.75,904.21
2023-04-09,East,Furniture,Desk,Customer_051,4,223.64,894.56,507.29,387.27
2023-04-09,North,Groceries,Snacks,Customer_119,1,13.99,13.99,9.82,4.17
2023-04-09,West,Furniture,Office Chair,Customer_085,5,215.93,1079.65,751.11,328.54
2023-04-09,East,Groceries,Olive Oil,Customer_065,3,100.08,300.24,214.36,85.88
2023-04-09,North,Groceries,Olive Oil,Customer_083,5,169.49,847.45,626.0,221.45
2023-04-09,East,Toys,Puzzle,Customer_026,6,110.08,660.48,515.13,145.35
2023-04-09,South,Toys,Doll,Customer_052,3,734.15,2202.45,1186.64,1015.81
2023-04-09,West,Electronics,Laptop,Customer_093,5,631.24,3156.2,2121.85,1034.35
2023-04-09,North,Clothing,Jeans,Customer_010,2,264.82,529.64,292.22,237.42
2023-04-09,North,Electronics,Tablet,Customer_080,9,221.03,1989.27,1452.93,536.34
2023-04-10,East,Furniture,Sofa,Customer_010,10,747.08,7470.8,4858.35,2612.45
2023-04-10,South,Furniture,Office Chair,Customer_030,5,189.73,948.65,491.04,457.61
2023-04-10,North,Electronics,Tablet,Customer_073,7,580.72,4065.04,2174.83,1890.21
2023-04-10,North,Electronics,Smartphone,Customer_065,6,488.81,2932.86,2102.57,830.29
2023-04-10,North,Toys,Puzzle,Customer_011,4,618.59,2474.36,1903.94,570.42
2023-04-10,East,Clothing,Sneakers,Customer_031,11,303.9,3342.9,2429.93,912.97
2023-04-10,South,Groceries,Rice,Customer_059,7,746.51,5225.57,2810.42,2415.15
2023-04-11,South,Toys,Doll,Customer_093,6,518.16,3108.96,2436.96,672.0
2023-04-11,North,Clothing,Sneakers,Customer_011,11,70.49,775.39,543.7,231.69
2023-04-11,West,Electronics,Tablet,Customer_062,3,198.71,596.13,332.71,263.42
2023-04-11,North,Furniture,Office Chair,Customer_087,3,425.88,1277.64,916.7,360.94
2023-04-11,North,Clothing,Hat,Customer_080,10,653.66,6536.6,4366.83,2169.77
2023-04-11,North,Furniture,Desk,Customer_084,6,268.85,1613.1,987.52,625.58
2023-04-11,East,Groceries,Coffee,Customer_047,2,509.37,1018.74,744.94,273.8
2023-04-11,North,Electronics,Smartphone,Customer_109,4,289.87,1159.48,694.1,465.38
2023-04-11,North,Clothing,Jeans,Customer_103,7,11.76,82.32,46.61,35.71
2023-04-12,North,Clothing,Jacket,Customer_002,2,628.68,1257.36,698.6,558.76
2023-04-12,South,Clothing,Sneakers,Customer_077,7,266.38,1864.66,1490.13,374.53
2023-04-12,North,Furniture,Bookshelf,Customer_072,1,,121.47,89.34,32.13
2023-04-12,West,Furniture,Office Chair,Customer_014,10,29.98,299.8,216.11,83.69
2023-04-12,East,Furniture,Sofa,Customer_101,11,734.26,8076.86,4369.95,3706.91
2023-04-12,North,Groceries,Snacks,Customer_079,5,145.96,729.8,403.81,325.99
2023-04-12,West,Toys,Board Game,Customer_101,4,535.91,2143.64,1109.64,1034.0
2023-04-13,South,Clothing,Sneakers,Customer_117,6,523.7,3142.2,1764.24,1377.96
2023-04-13,South,Furniture,Office Chair,Customer_105,6,690.31,4141.86,2812.52,1329.34
2023-04-13,West,Furniture,Table,Customer_034,6,186.66,1119.96,565.85,554.11
2023-04-13,West,Groceries,Snacks,Customer_036,10,319.07,3190.7,2457.98,732.72
2023-04-13,South,Toys,Board Game,Customer_035,11,675.83,7434.13,3816.56,3617.57
2023-04-13,East,Furniture,Bookshelf,Customer_066,1,67.61,67.61,47.39,20.22
2023-04-13,South,Electronics,Smartphone,Customer_024,10,433.09,4330.9,2543.94,1786.96
2023-04-13,West,Groceries,Cereal,Customer_006,11,95.34,1048.74,607.18,441.56
2023-04-13,East,Electronics,Tablet,Customer_063,11,329.5,3624.5,2641.74,982.76
2023-04-13,South,Toys,Puzzle,Customer_071,11,94.26,1036.86,744.49,292.37
2023-04-13,East,Groceries,Snacks,Customer_107,8,480.93,3847.44,2103.8,1743.64
2023-04-13,South,Furniture,Desk,Customer_114,2,37.74,75.48,52.92,22.56
2023-04-14,South,Toys,Doll,Customer_043,4,431.42,1725.68,1112.15,613.53
2023-04-14,South,Electronics,Headphones,Customer_031,6,178.37,1070.22,798.03,272.19
2023-04-14,North,Clothing,Jeans,Customer_109,6,60.19,361.14,181.37,179.77
2023-04-14,West,Clothing,Jeans,Customer_077,2,,433.06,293.25,139.81
2023-04-14,South,Electronics,Headphones,Customer_078,4,328.65,1314.6,683.33,631.27
2023-04-14,South,Electronics,Smartphone,Customer_044,2,44.43,88.86,46.95,41.91
2023-04-14,North,Groceries,Snacks,Customer_043,3,691.14,2073.42,1148.99,924.43
2023-04-14,South,Groceries,Cereal,Customer_025,1,405.67,405.67,320.54,85.13
2023-04-14,West,Electronics,Monitor,Customer_067,4,787.13,3148.52,2024.3,1124.22
2023-04-15,South,Toys,Building Blocks,Customer_022,2,646.09,1292.18,713.45,578.73
2023-04-15,East,Furniture,Table,Customer_089,10,294.64,2946.4,2224.2,722.2
2023-04-15,North,Furniture,Table,Customer_076,11,450.32,4953.52,3046.14,1907.38
2023-04-15,West,Electronics,Headphones,Customer_105,7,729.26,5104.82,4073.39,1031.43
2023-04-15,South,Clothing,Hat,Customer_059,1,745.14,745.14,558.64,186.5
2023-04-15,East,Electronics,Monitor,Customer_104,11,44.86,493.46,305.44,188.02
2023-04-15,South,Toys,Board Game,Customer_043,9,192.29,1730.61,1026.41,704.2
2023-04-16,East,Groceries,Snacks,Customer_018,10,362.55,3625.5,2242.54,1382.96
2023-04-16,West,Groceries,Snacks,Customer_082,2,691.29,1382.58,1073.76,308.82
2023-04-16,East,Electronics,Smartphone,Customer_100,4,300.36,1201.44,676.01,525.43
2023-04-16,South,Electronics,Smartphone,Customer_017,10,509.41,5094.1,3722.97,1371.13
2023-04-16,South,Clothing,Jacket,Customer_035,1,533.15,533.15,287.47,245.68
2023-04-16,West,Electronics,Tablet,Customer_114,8,551.26,4410.08,2864.68,1545.4
2023-04-16,North,Furniture,Bookshelf,Customer_049,11,609.24,6701.64,4245.09,2456.55
2023-04-16,East,Clothing,T-Shirt,Customer_082,11,517.95,5697.45,4122.47,1574.98
2023-04-16,South,Toys,Doll,Customer_053,3,231.2,693.6,425.78,267.82
2023-04-17,East,Groceries,Coffee,Customer_090,2,408.38,816.76,589.07,227.69
2023-04-17,West,Electronics,Smartphone,Customer_064,9,79.4,714.6,443.02,271.58
2023-04-17,East,Electronics,Headphones,Customer_051,2,313.4,626.8,313.43,313.37
2023-04-17,North,Toys,Board Game,Customer_092,7,267.8,1874.6,1461.54,413.06
2023-04-17,West,Groceries,Snacks,Customer_016,3,97.87,293.61,179.72,113.89
2023-04-17,East,Electronics,Monitor,Customer_082,4,459.36,1837.44,1207.86,629.58
2023-04-17,South,Clothing,Hat,Customer_092,9,596.53,5368.77,2988.52,2380.25
2023-04-17,West,Clothing,T-Shirt,Customer_025,9,384.74,3462.66,2761.88,700.78
2023-04-18,East,Clothing,Hat,Customer_100,11,18.51,203.61,113.78,89.83
2023-04-18,North,Furniture,Sofa,Customer_003,7,682.37,4776.59,3593.27,1183.32
2023-04-18,East,Groceries,Rice,Customer_005,10,42.67,426.7,329.49,97.21
2023-04-18,West,Furniture,Office Chair,Customer_071,9,574.21,5167.89,3525.52,1642.37
2023-04-18,South,Furniture,Office Chair,Customer_093,6,799.71,4798.26,2680.35,2117.91
2023-04-18,North,Clothing,Jeans,Customer_048,7,674.59,4722.13,3527.0,1195.13
2023-04-18,North,Groceries,Rice,Customer_072,6,341.72,2050.32,1513.28,537.04
2023-04-18,East,Toys,Puzzle,Customer_077,6,641.41,3848.46,2217.25,1631.21
2023-04-19,South,Electronics,Tablet,Customer_020,9,75.92,683.28,384.92,298.36
2023-04-19,South,Toys,Board Game,Customer_075,10,777.32,7773.2,6086.63,1686.57
2023-04-19,East,Furniture,Bookshelf,Customer_094,2,105.26,210.52,136.14,74.38
2023-04-19,North,Furniture,Bookshelf,Customer_081,10,24.74,247.4,151.07,96.33
2023-04-20,West,Clothing,Sneakers,Customer_004,11,427.3,4700.3,2489.57,2210.73
2023-04-20,East,Clothing,Sneakers,Customer_041,1,318.04,318.04,172.15,145.89
2023-04-20,North,Electronics,Headphones,Customer_091,6,497.19,2983.14,2140.98,842.16
2023-04-20,West,Groceries,Olive Oil,Customer_074,8,283.26,2266.08,1527.56,738.52
2023-04-20,East,Furniture,Sofa,Customer_112,9,58.6,527.4,337.23,190.17
2023-04-20,West,Toys,Building Blocks,Customer_036,5,102.53,512.65,293.03,219.62
2023-04-20,South,Clothing,Jeans,Customer_042,10,626.65,6266.5,3299.88,2966.62
2023-04-20,North,Furniture,Sofa,Customer_065,11,546.09,6006.99,3524.19,2482.8
2023-04-20,South,Toys,Board Game,Customer_090,9,298.62,2687.58,1766.56,921.02
2023-04-20,North,Furniture,Desk,Customer_024,3,474.41,1423.23,780.98,642.25
2023-04-20,South,Toys,Puzzle,Customer_059,9,448.6,4037.4,3140.5,896.9
2023-04-20,North,Clothing,Hat,Customer_084,7,201.93,1413.51,1089.79,323.72
2023-04-21,South,Clothing,T-Shirt,Customer_075,2,569.98,1139.96,905.68,234.28
2023-04-21,North,Toys,Doll,Customer_023,4,704.65,2818.6,1818.01,1000.59
2023-04-21,West,Clothing,Jeans,Customer_080,4,479.99,1919.96,1411.46,508.5
2023-04-21,West,Furniture,Office Chair,Customer_040,10,609.82,6098.2,3291.17,2807.03
2023-04-21,West,Clothing,Jacket,Customer_079,2,66.73,133.46,82.41,51.05
2023-04-21,South,Groceries,Coffee,Customer_014,6,625.51,3753.06,2199.46,1553.6
2023-04-21,West,Electronics,Smartphone,Customer_065,11,167.12,1838.32,967.66,870.66
2023-04-22,West,Electronics,Monitor,Customer_010,8,15.15,121.2,92.29,28.91
2023-04-22,North,Furniture,Table,Customer_060,9,22.55,202.95,139.21,63.74
2023-04-22,East,Furniture,Sofa,Customer_099,8,307.61,2460.88,1277.44,1183.44
2023-04-22,East,Groceries,Cereal,Customer_018,5,657.68,3288.4,2203.17,1085.23
2023-04-22,North,Toys,Building Blocks,Customer_072,11,517.43,5691.73,4089.54,1602.19
2023-04-22,North,Groceries,Snacks,Customer_105,3,767.86,2303.58,1560.99,742.59
2023-04-22,South,Toys,Action Figure,Customer_016,7,183.75,1286.25,823.8,462.45
2023-04-22,South,Electronics,Monitor,Customer_101,6,,3044.46,2030.93,1013.53
2023-04-22,East,Electronics,Smartphone,Customer_116,8,355.88,2847.04,1712.76,1134.28
2023-04-23,East,Furniture,Bookshelf,Customer_004,1,270.82,270.82,141.54,129.28
2023-04-23,South,Groceries,Olive Oil,Customer_069,8,325.8,2606.4,1927.1,679.3
2023-04-23,West,Electronics,Tablet,Customer_034,10,84.65,846.5,581.56,264.94
2023-04-23,East,Toys,Building Blocks,Customer_083,10,285.65,2856.5,1965.07,891.43
2023-04-23,East,Clothing,Jeans,Customer_006,6,641.26,3847.56,2644.64,1202.92
2023-04-23,East,Furniture,Desk,Customer_019,4,657.64,2630.56,1828.52,802.04
2023-04-23,West,Groceries,Coffee,Customer_045,8,788.41,6307.28,3496.72,2810.56
2023-04-23,South,Groceries,Cereal,Customer_023,9,213.17,1918.53,1507.96,410.57
2023-04-24,South,Electronics,Headphones,Customer_109,4,85.93,343.72,224.03,119.69
2023-04-24,East,Electronics,Headphones,Customer_049,7,29.18,204.26,146.67,57.59
2023-04-24,South,Clothing,Jacket,Customer_083,2,610.88,1221.76,768.24,453.52
2023-04-24,West,Toys,Puzzle,Customer_096,8,766.41,6131.28,3684.22,2447.06
2023-04-24,North,Groceries,Rice,Customer_038,4,109.32,437.28,334.39,102.89
2023-04-24,West,Clothing,Sneakers,Customer_038,8,181.72,1453.76,750.18,703.58
2023-04-24,South,Furniture,Office Chair,Customer_008,8,615.97,4927.76,2631.09,2296.67
2023-04-24,South,Toys,Doll,Customer_082,1,454.23,454.23,356.39,97.84
2023-04-24,South,Clothing,Sneakers,Customer_070,7,526.4,3684.8,2849.73,835.07
2023-04-25,South,Electronics,Tablet,Customer_117,2,505.01,1010.02,770.89,239.13
2023-04-25,East,Groceries,Coffee,Customer_005,11,611.08,6721.88,3651.08,3070.8
2023-04-25,North,Furniture,Table,Customer_088,8,649.88,5199.04,3135.42,2063.62
2023-04-25,South,Furniture,Table,Customer_090,5,597.99,2989.95,1943.62,1046.33
2023-04-25,North,Toys,Action Figure,Customer_112,10,785.49,7854.9,4421.76,3433.14
2023-04-25,East,Clothing,Sneakers,Customer_070,4,30.54,122.16,87.13,35.03
2023-04-25,West,Clothing,T-Shirt,Customer_106,5,48.04,240.2,156.98,83.22
2023-04-25,North,Groceries,Rice,Customer_106,11,200.06,2200.66,1138.44,1062.22
2023-04-26,West,Toys,Building Blocks,Customer_085,7,486.7,3406.9,2078.42,1328.48
2023-04-26,East,Groceries,Rice,Customer_084,1,645.34,645.34,462.64,182.7
2023-04-26,East,Clothing,T-Shirt,Customer_017,9,135.23,1217.07,623.19,593.88
2023-04-26,West,Electronics,Headphones,Customer_036,7,248.73,1741.11,892.34,848.77
2023-04-27,South,Furniture,Sofa,Customer_060,7,,41.86,31.51,10.35
2023-04-27,South,Electronics,Laptop,Customer_019,5,741.16,3705.8,2095.03,1610.77
2023-04-27,West,Electronics,Tablet,Customer_082,6,157.73,946.38,698.46,247.92
2023-04-27,West,Groceries,Coffee,Customer_075,3,52.91,158.73,123.86,34.87
2023-04-27,East,Clothing,Jacket,Customer_036,10,198.59,1985.9,1046.57,939.33
2023-04-27,East,Toys,Action Figure,Customer_031,4,49.12,196.48,98.39,98.09
2023-04-27,West,Groceries,Snacks,Customer_056,8,798.3,6386.4,3330.09,3056.31
2023-04-27,South,Electronics,Smartphone,Customer_053,2,749.02,1498.04,1037.51,460.53
2023-04-27,West,Furniture,Desk,Customer_034,3,45.68,137.04,78.09,58.95
2023-04-27,North,Furniture,Sofa,Customer_032,5,39.5,197.5,153.54,43.96
2023-04-27,East,Furniture,Table,Customer_033,10,356.0,3560.0,1919.56,1640.44
2023-04-27,East,Clothing,Jacket,Customer_114,2,490.35,980.7,654.94,325.76
2023-04-27,South,Groceries,Coffee,Customer_060,9,746.05,6714.45,5176.13,1538.32
2023-04-28,East,Groceries,Rice,Customer_107,11,130.08,1430.88,979.58,451.3
2023-04-28,West,Toys,Building Blocks,Customer_115,5,306.22,1531.1,781.5,749.6
2023-04-28,South,Electronics,Laptop,Customer_120,5,282.39,1411.95,968.94,443.01
2023-04-28,East,Furniture,Office Chair,Customer_065,1,522.91,522.91,338.15,184.76
2023-04-28,North,Toys,Puzzle,Customer_051,6,659.92,3959.52,2551.18,1408.34
2023-04-28,East,Toys,Building Blocks,Customer_041,2,347.66,695.32,465.92,229.4
2023-04-28,West,Groceries,Olive Oil,Customer_085,3,28.97,86.91,46.32,40.59
2023-04-28,South,Groceries,Snacks,Customer_012,8,88.65,709.2,497.58,211.62
2023-04-28,South,Electronics,Headphones,Customer_015,3,796.38,2389.14,1872.27,516.87
2023-04-28,West,Clothing,Jacket,Customer_023,7,501.24,3508.68,2015.33,1493.35
2023-04-28,North,Groceries,Olive Oil,Customer_091,3,563.68,1691.04,1335.08,355.96
2023-04-28,East,Furniture,Bookshelf,Customer_040,4,245.71,982.84,685.25,297.59
2023-04-29,West,Toys,Board Game,Customer_068,6,225.58,1353.48,791.09,562.39
2023-04-29,West,Groceries,Rice,Customer_013,5,268.58,1342.9,761.31,581.59
2023-04-29,South,Toys,Board Game,Customer_087,8,476.33,3810.64,2494.98,1315.66
2023-04-29,East,Clothing,Sneakers,Customer_047,2,276.71,553.42,310.98,242.44
2023-04-29,East,Toys,Board Game,Customer_089,9,100.18,901.62,703.51,198.11
2023-04-29,West,Clothing,T-Shirt,Customer_025,5,662.57,3312.85,1842.32,1470.53
2023-04-29,East,Electronics,Headphones,Customer_011,8,509.07,4072.56,2965.91,1106.65
2023-04-30,South,Clothing,Jeans,Customer_049,3,656.43,1969.29,1028.02,941.27
2023-04-30,North,Toys,Doll,Customer_055,5,44.11,220.55,114.27,106.28
2023-04-30,North,Electronics,Laptop,Customer_004,4,375.97,1503.88,941.36,562.52
2023-04-30,South,Clothing,T-Shirt,Customer_014,4,519.82,2079.28,1410.41,668.87
2023-04-30,East,Furniture,Table,Customer_097,7,456.09,3192.63,1762.78,1429.85
2023-04-30,West,Groceries,Snacks,Customer_010,9,661.03,5949.27,3518.78,2430.49
2023-04-30,South,Furniture,Bookshelf,Customer_075,6,88.64,531.84,375.02,156.82
2023-04-30,East,Clothing,Jeans,Customer_085,11,597.49,6572.39,4552.96,2019.43
2023-05-01,East,Clothing,T-Shirt,Customer_120,11,444.42,4888.62,2794.31,2094.31
2023-05-01,North,Clothing,T-Shirt,Customer_041,8,377.32,3018.56,2289.72,728.84
2023-05-01,North,Electronics,Monitor,Customer_020,9,609.6,5486.4,3045.29,2441.11
2023-05-01,East,Groceries,Rice,Customer_112,1,508.82,508.82,258.34,250.48
2023-05-01,South,Toys,Board Game,Customer_069,10,435.79,4357.9,2837.51,1520.39
2023-05-01,North,Clothing,Jeans,Customer_029,7,54.15,379.05,198.8,180.25
2023-05-01,West,Electronics,Tablet,Customer_113,10,743.12,7431.2,4751.05,2680.15
2023-05-01,East,Groceries,Snacks,Customer_018,8,475.13,3801.04,2162.6,1638.44
2023-05-02,South,Electronics,Monitor,Customer_022,7,700.91,4906.37,3490.14,1416.23
2023-05-02,West,Furniture,Bookshelf,Customer_036,10,205.98,2059.8,1498.78,561.02
2023-05-02,East,Toys,Building Blocks,Customer_101,5,759.8,3799.0,3027.92,771.08
2023-05-02,South,Furniture,Desk,Customer_016,10,243.59,2435.9,1688.45,747.45
2023-05-02,South,Furniture,Table,Customer_031,11,599.74,6597.14,4960.93,1636.21
2023-05-02,North,Toys,Building Blocks,Customer_103,1,170.75,170.75,93.72,77.03
2023-05-03,South,Groceries,Olive Oil,Customer_021,1,779.28,779.28,466.22,313.06
2023-05-03,South,Furniture,Sofa,Customer_026,7,632.62,4428.34,3109.24,1319.1
2023-05-03,South,Clothing,Jeans,Customer_092,3,45.66,136.98,84.84,52.14
2023-05-03,East,Electronics,Laptop,Customer_055,6,759.96,4559.76,2675.26,1884.5
2023-05-03,West,Toys,Action Figure,Customer_004,7,178.11,1246.77,652.67,594.1
2023-05-03,East,Electronics,Headphones,Customer_018,10,666.7,6667.0,3990.66,2676.34
2023-05-03,West,Furniture,Table,Customer_096,1,627.83,627.83,319.36,308.47
2023-05-03,West,Electronics,Headphones,Customer_067,7,402.32,2816.24,2192.73,623.51
2023-05-03,South,Electronics,Tablet,Customer_014,11,467.7,5144.7,3220.48,1924.22
2023-05-03,North,Groceries,Rice,Customer_065,2,682.53,1365.06,928.8,436.26
2023-05-04,South,Clothing,Jacket,Customer_016,5,151.66,758.3,461.55,296.75
2023-05-04,West,Furniture,Bookshelf,Customer_068,10,299.9,2999.0,1953.8,1045.2
2023-05-04,West,Clothing,Hat,Customer_090,2,69.43,138.86,78.6,60.26
2023-05-04,East,Electronics,Laptop,Customer_100,11,635.55,6991.05,3986.9,3004.15
2023-05-04,East,Furniture,Bookshelf,Customer_059,9,440.4,3963.6,2241.35,1722.25
2023-05-04,West,Clothing,T-Shirt,Customer_010,7,711.74,4982.18,3215.26,1766.92
2023-05-04,West,Electronics,Monitor,Customer_017,3,678.21,2034.63,1052.63,982.0
2023-05-04,West,Groceries,Rice,Customer_090,8,754.47,6035.76,4439.64,1596.12
2023-05-04,West,Electronics,Laptop,Customer_053,11,157.19,1729.09,1078.08,651.01
2023-05-05,West,Clothing,T-Shirt,Customer_080,9,210.07,1890.63,1137.47,753.16
2023-05-05,East,Electronics,Monitor,Customer_050,11,571.52,6286.72,4441.0,1845.72
2023-05-05,South,Electronics,Monitor,Customer_045,4,534.49,2137.96,1463.23,674.73
2023-05-05,North,Electronics,Monitor,Customer_037,10,320.5,3205.0,1709.22,1495.78
2023-05-05,South,Electronics,Smartphone,Customer_074,6,427.38,2564.28,1803.28,761.0
2023-05-05,West,Toys,Action Figure,Customer_097,2,55.89,111.78,69.26,42.52
2023-05-05,East,Furniture,Desk,Customer_115,8,792.5,6340.0,4322.93,2017.07
2023-05-06,North,Clothing,T-Shirt,Customer_081,11,218.09,2398.99,1628.17,770.82
2023-05-06,North,Groceries,Olive Oil,Customer_042,6,210.84,1265.04,981.77,283.27
2023-05-06,North,Clothing,T-Shirt,Customer_016,2,503.44,1006.88,747.63,259.25
2023-05-06,North,Furniture,Table,Customer_042,2,32.11,64.22,46.8,17.42
2023-05-06,South,Clothing,Sneakers,Customer_101,3,285.76,857.28,546.62,310.66
2023-05-06,East,Clothing,T-Shirt,Customer_087,1,362.0,362.0,261.71,100.29
2023-05-06,East,Furniture,Office Chair,Customer_116,1,637.25,637.25,344.53,292.72
2023-05-07,North,Furniture,Table,Customer_100,9,574.22,5167.98,3684.42,1483.56
2023-05-07,North,Electronics,Laptop,Customer_017,1,498.67,498.67,376.06,122.61
2023-05-07,West,Furniture,Office Chair,Customer_031,10,59.79,597.9,312.82,285.08
2023-05-07,North,Toys,Board Game,Customer_117,2,407.82,815.64,644.29,171.35
2023-05-07,East,Toys,Doll,Customer_052,1,233.58,233.58,138.59,94.99
2023-05-07,North,Clothing,T-Shirt,Customer_050,7,476.7,3336.9,2587.29,749.61
2023-05-07,West,Clothing,Sneakers,Customer_072,11,447.72,4924.92,3076.76,1848.16
2023-05-08,South,Toys,Doll,Customer_082,6,724.59,4347.54,2997.51,1350.03
2023-05-08,East,Groceries,Snacks,Customer_113,5,739.43,3697.15,2789.93,907.22
2023-05-08,West,Clothing,T-Shirt,Customer_119,9,135.55,1219.95,630.46,589.49
2023-05-08,East,Furniture,Table,Customer_038,5,754.67,3773.35,2577.62,1195.73
2023-05-08,South,Toys,Puzzle,Customer_036,4,632.86,2531.44,1445.43,1086.01
2023-05-08,East,Groceries,Snacks,Customer_063,7,559.23,3914.61,2839.33,1075.28
2023-05-08,West,Clothing,Jeans,Customer_005,5,121.08,605.4,355.22,250.18
2023-05-08,West,Clothing,Sneakers,Customer_060,7,70.41,492.87,314.39,178.48
2023-05-08,North,Clothing,Hat,Customer_090,4,303.08,1212.32,654.56,557.76
2023-05-08,South,Furniture,Sofa,Customer_120,6,573.2,3439.2,2022.27,1416.93
2023-05-08,South,Clothing,Hat,Customer_104,1,525.3,525.3,345.78,179.52
2023-05-08,North,Toys,Building Blocks,Customer_029,4,595.19,2380.76,1818.8,561.96
2023-05-09,West,Furniture,Desk,Customer_025,6,266.21,1597.26,1087.22,510.04
2023-05-09,North,Groceries,Olive Oil,Customer_090,8,534.83,4278.64,2480.84,1797.8
2023-05-09,West,Toys,Building Blocks,Customer_107,5,355.06,1775.3,1215.35,559.95
2023-05-09,South,Groceries,Cereal,Customer_062,8,192.53,1540.24,786.08,754.16
2023-05-09,South,Groceries,Snacks,Customer_086,3,485.06,1455.18,918.53,536.65
2023-05-09,West,Furniture,Sofa,Customer_034,9,715.72,6441.48,5152.82,1288.66
2023-05-09,South,Clothing,Hat,Customer_086,2,449.19,898.38,579.82,318.56
2023-05-10,North,Toys,Action Figure,Customer_111,4,476.4,1905.6,1021.82,883.78
2023-05-10,North,Clothing,Jeans,Customer_080,4,566.85,2267.4,1387.14,880.26
2023-05-10,East,Groceries,Snacks,Customer_043,10,736.75,7367.5,5106.34,2261.16
2023-05-10,South,Furniture,Bookshelf,Customer_054,7,205.39,1437.73,974.65,463.08
2023-05-10,North,Electronics,Laptop,Customer_025,5,741.75,3708.75,2769.67,939.08
2023-05-10,East,Clothing,Jacket,Customer_057,11,522.64,5749.04,4138.32,1610.72
2023-05-11,South,Furniture,Office Chair,Customer_013,6,47.84,287.04,228.09,58.95
2023-05-11,West,Clothing,Jeans,Customer_102,11,560.65,6167.15,3836.61,2330.54
2023-05-11,South,Electronics,Monitor,Customer_024,11,286.49,3151.39,1715.97,1435.42
2023-05-11,North,Electronics,Headphones,Customer_029,9,561.63,5054.67,2572.83,2481.84
2023-05-11,West,Toys,Building Blocks,Customer_026,9,316.5,2848.5,1806.38,1042.12
2023-05-12,South,Electronics,Laptop,Customer_115,4,229.51,918.04,689.07,228.97
2023-05-12,West,Groceries,Rice,Customer_114,3,,70.11,36.13,33.98
2023-05-12,North,Electronics,Laptop,Customer_116,3,370.01,1110.03,817.29,292.74
2023-05-12,East,Groceries,Cereal,Customer_019,6,,3393.24,1949.81,1443.43
2023-05-12,West,Furniture,Bookshelf,Customer_120,8,465.28,3722.24,1921.99,1800.25
2023-05-12,West,Clothing,Hat,Customer_101,4,527.92,2111.68,1572.68,539.0
2023-05-12,South,Groceries,Snacks,Customer_046,9,216.47,1948.23,1422.7,525.53
2023-05-12,North,Groceries,Coffee,Customer_120,8,730.18,5841.44,3196.26,2645.18
2023-05-13,South,Electronics,Smartphone,Customer_110,11,38.42,422.62,334.34,88.28
2023-05-13,South,Toys,Building Blocks,Customer_009,11,478.02,5258.22,2789.22,2469.0
2023-05-13,East,Toys,Building Blocks,Customer_023,8,530.77,4246.16,2720.2,1525.96
2023-05-13,South,Electronics,Headphones,Customer_049,6,473.09,2838.54,1684.27,1154.27
2023-05-13,South,Groceries,Cereal,Customer_115,2,687.08,1374.16,936.24,437.92
2023-05-13,North,Furniture,Table,Customer_079,3,274.43,823.29,571.72,251.57
2023-05-13,East,Electronics,Headphones,Customer_093,6,218.74,1312.44,664.5,647.94
2023-05-13,South,Furniture,Desk,Customer_055,10,285.51,2855.1,2155.99,699.11
2023-05-13,South,Furniture,Table,Customer_060,7,693.24,4852.68,3150.98,1701.7
2023-05-13,East,Clothing,Jeans,Customer_077,5,379.08,1895.4,1000.7,894.7
2023-05-13,South,Toys,Doll,Customer_083,10,191.03,1910.3,1003.51,906.79
2023-05-13,West,Furniture,Sofa,Customer_040,4,449.91,1799.64,954.94,844.7
2023-05-13,North,Clothing,Hat,Customer_035,10,650.62,6506.2,3693.69,2812.51
2023-05-13,North,Groceries,Rice,Customer_013,5,545.5,2727.5,1889.83,837.67
2023-05-14,East,Toys,Board Game,Customer_066,8,743.65,5949.2,4247.27,1701.93
2023-05-14,North,Furniture,Table,Customer_105,8,454.74,3637.92,2281.83,1356.09
2023-05-14,West,Clothing,Sneakers,Customer_029,5,325.97,1629.85,1236.59,393.26
2023-05-14,West,Furniture,Table,Customer_063,9,180.39,1623.51,1071.18,552.33
